"country","country_text_id","year","regions","na_count","classification_context","freedom","equality","control","cluster_1st","X1","X2","X3","X4","cluster_label_1st"
"Albania","ALB",2005,"Europe",0,"Deficient Democracy",0.633601003655559,0.70528007322939,0.682701725778571,1,0.891137347667534,0.0872370055236452,0.010359245466999,0.0112664013418213,"fEC"
"Albania","ALB",2006,"Europe",0,"Deficient Democracy",0.637003580761849,0.702043672166299,0.677238236305283,1,0.78902667368719,0.176056863035621,0.0162541388672779,0.0186623244099108,"fEC"
"Albania","ALB",2007,"Europe",0,"Deficient Democracy",0.638638398301267,0.706232089635074,0.67410764105611,1,0.58456437348885,0.365654923892117,0.0221971433968369,0.0275835592221961,"fEC"
"Albania","ALB",2008,"Europe",0,"Deficient Democracy",0.640072311872427,0.706232089635074,0.674108269807687,1,0.559391547437398,0.389934689551588,0.0224852001606764,0.0281885628503373,"fEC"
"Albania","ALB",2009,"Europe",0,"Deficient Democracy",0.622914800283952,0.730422430923015,0.686657214314183,1,0.739063365135954,0.221073516430908,0.0183447061191431,0.0215184123139949,"fEC"
"Albania","ALB",2010,"Europe",0,"Deficient Democracy",0.623582601091834,0.72639423880256,0.685800421179769,1,0.763559520857234,0.198887771671294,0.0173769635565724,0.0201757439148988,"fEC"
"Albania","ALB",2011,"Europe",0,"Deficient Democracy",0.623582526735859,0.72639423880256,0.685800882053123,1,0.763568818013047,0.198879392679905,0.0173765757784739,0.0201752135285739,"fEC"
"Albania","ALB",2012,"Europe",0,"Deficient Democracy",0.622383910879769,0.72639423880256,0.685801329568518,1,0.772362938035622,0.190968068379814,0.0170026408206282,0.019666352763936,"fEC"
"Albania","ALB",2014,"Europe",0,"Deficient Democracy",0.615645144285595,0.673534288271819,0.676973311192569,1,0.951238720124684,0.0309195017205243,0.00972742180070878,0.00811435635408259,"fEC"
"Albania","ALB",2015,"Europe",0,"Deficient Democracy",0.615670075553443,0.673628724686541,0.682180461101204,1,0.918163190482496,0.0493455628730535,0.0181258837653777,0.0143653628790728,"fEC"
"Albania","ALB",2016,"Europe",0,"Deficient Democracy",0.615600076673426,0.673128258619165,0.680048349816997,1,0.928679984174614,0.0436652429743575,0.0153227391204757,0.0123320337305529,"fEC"
"Albania","ALB",2017,"Europe",0,"Deficient Democracy",0.632115696451281,0.692930775039832,0.640761713574196,2,0.00887766893833991,0.987452767400007,0.00134744426944889,0.00232211939220439,"fEc"
"Argentina","ARG",1917,"Latin America",0,"Deficient Democracy",0.621111854924539,0.526170697711085,0.681881551450092,3,0.0834074297958722,0.053683136281893,0.783492926610812,0.0794165073114228,"FeC"
"Argentina","ARG",1918,"Latin America",0,"Deficient Democracy",0.619190184756256,0.536052739282357,0.677494227373037,3,0.0912405574020234,0.0579299627034794,0.767124059700528,0.0837054201939697,"FeC"
"Argentina","ARG",1919,"Latin America",0,"Deficient Democracy",0.61043126624873,0.536261943187953,0.677494227373037,3,0.115414063123615,0.0703868839018031,0.719092733256338,0.0951063197182446,"FeC"
"Argentina","ARG",1920,"Latin America",0,"Deficient Democracy",0.618933797252747,0.536981699994632,0.67741923250716,3,0.0927933069287201,0.0587592350966882,0.763928964000382,0.0845184939742102,"FeC"
"Argentina","ARG",1921,"Latin America",0,"Deficient Democracy",0.64815425136919,0.536981699994632,0.67741923250716,3,0.0327679574110859,0.023373275668739,0.901928481742764,0.0419302851774116,"FeC"
"Argentina","ARG",1922,"Latin America",0,"Deficient Democracy",0.649814547734843,0.537225826768004,0.676127502850991,3,0.0290028536034387,0.0208879971386873,0.911895360643798,0.0382137886140757,"FeC"
"Argentina","ARG",1923,"Latin America",0,"Deficient Democracy",0.655152366250262,0.537551330605695,0.667121504077557,3,0.0139497829143697,0.01052224407832,0.954291189898079,0.0212367831092316,"FeC"
"Argentina","ARG",1924,"Latin America",0,"Deficient Democracy",0.668524516295596,0.526440676692269,0.662429742859572,3,0.00317654545056663,0.00253630749478182,0.988450408584407,0.00583673847024486,"FeC"
"Argentina","ARG",1925,"Latin America",0,"Deficient Democracy",0.668524516295596,0.526440676692269,0.661980809816513,3,0.00303675225616516,0.00242787912873076,0.988930351897398,0.00560501671770586,"FeC"
"Argentina","ARG",1926,"Latin America",0,"Deficient Democracy",0.639091638545403,0.549942475748544,0.661455794345574,3,0.0311775300648535,0.0223281574091023,0.906112328888969,0.0403819836370754,"FeC"
"Argentina","ARG",1927,"Latin America",0,"Deficient Democracy",0.639091638545403,0.549942475748544,0.661455794345574,3,0.0311775300648535,0.0223281574091023,0.906112328888969,0.0403819836370754,"FeC"
"Argentina","ARG",1984,"Latin America",0,"Deficient Democracy",0.710143111087355,0.838989727400994,0.708133024402888,2,0.0112356496114264,0.981863485844998,0.00233769057156761,0.00456317397200772,"fEc"
"Argentina","ARG",1985,"Latin America",0,"Deficient Democracy",0.726915581531473,0.820695185108074,0.708337539917271,2,0.0465529388522669,0.912605677819052,0.012667287139743,0.0281740961889382,"fEc"
"Argentina","ARG",1986,"Latin America",0,"Deficient Democracy",0.726886051390473,0.824614434726146,0.708337539917271,2,0.0448976798582077,0.916274027581612,0.0120895098254763,0.0267387827347034,"fEc"
"Argentina","ARG",1987,"Latin America",0,"Deficient Democracy",0.715809238110278,0.83488368057309,0.716025367629339,2,0.00868094150168179,0.986192068155624,0.00175203351626267,0.00337495682643171,"fEc"
"Argentina","ARG",1988,"Latin America",0,"Deficient Democracy",0.719783764101814,0.83488368057309,0.706172252267941,2,0.0303695654603979,0.946578958370572,0.00742467467273235,0.0156268014962978,"fEc"
"Argentina","ARG",1989,"Latin America",0,"Deficient Democracy",0.721872093748983,0.820831109279469,0.720210812729955,2,0.0114208793888627,0.981545997457021,0.00238107884600757,0.00465204430810885,"fEc"
"Argentina","ARG",2000,"Latin America",0,"Deficient Democracy",0.678021953634878,0.813339131471703,0.744560538209086,1,0.503132503437425,0.444917594232358,0.0228015803521953,0.029148321978021,"fEC"
"Argentina","ARG",2001,"Latin America",0,"Deficient Democracy",0.697558556937793,0.794618143746119,0.745351279405885,1,0.504828734198605,0.443245212395533,0.0227986242399955,0.0291274291658672,"fEC"
"Argentina","ARG",2003,"Latin America",0,"Deficient Democracy",0.70520896840391,0.781906386408936,0.706925278034755,2,0.00612505176838173,0.990425544723232,0.00119105648280194,0.00225834702558454,"fEc"
"Argentina","ARG",2004,"Latin America",0,"Deficient Democracy",0.702546280192927,0.781906386408936,0.715094876872508,2,0.0127934269436639,0.982155322484963,0.00187021751391898,0.00318103305745396,"fEc"
"Argentina","ARG",2005,"Latin America",0,"Deficient Democracy",0.707927996664877,0.767320346083385,0.721546826770663,2,0.0466619640412066,0.938553773212474,0.00568043162192118,0.00910383112439864,"fEc"
"Argentina","ARG",2006,"Latin America",0,"Deficient Democracy",0.70567600805777,0.769805924909006,0.722404949110692,2,0.0723747625534131,0.907012102012299,0.00805108637654479,0.0125620490577435,"fEc"
"Argentina","ARG",2007,"Latin America",2,"Deficient Democracy",0.696982496308003,0.772699198863829,0.719435406596019,2,0.111067715284026,0.861099235016167,0.0110740219329578,0.0167590277668487,"fEc"
"Argentina","ARG",2011,"Latin America",0,"Deficient Democracy",0.693936216512809,0.793802414753652,0.694233371573994,2,0.00852247136662211,0.986457432021648,0.00171650742093234,0.00330358919079787,"fEc"
"Argentina","ARG",2012,"Latin America",0,"Deficient Democracy",0.694194064266458,0.796418001133456,0.690339957123721,2,0.0148815326240672,0.975526250770876,0.00321377700183077,0.00637843960322625,"fEc"
